BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,Cluster KM
-0.7320540387937094,-0.24988138750922906,-0.42493369862711167,-0.3569565052298367,-0.34911414102230803,-0.46680539805970817,-0.8066490832799754,-0.6787161910923751,-0.707409348673445,-0.6752944623225238,-0.4760829306490749,-0.5113808159334653,-0.960379687461313,-0.5290262695197259,1
0.7868581460173117,0.134049395368665,-0.4695839009120745,-0.3569565052298367,-0.4546068763712174,2.6054375032211365,-1.2219282306900232,-0.6787161910923751,-0.9170895120984436,0.5739490539719282,0.11003154814836238,-0.5918405218239946,0.6886005615351706,0.8185460662014582,0
0.44704093405481227,0.5179801782465591,-0.10771600887156395,0.10884332108985705,-0.4546068763712174,-0.46680539805970817,1.2697416704304612,2.6732946829640527,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,0.8260155822848776,-0.38385745037024727,1
0.0490149084660992,-1.0177429532650166,0.23199527335584247,0.5461229464473119,-0.4546068763712174,-0.36867779849129945,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.2588816225490615,-0.3295543109497156,-0.55161066887873,0.8260155822848776,-0.5987332260256519,1
-0.35884931297916306,0.5179801782465591,-0.46209539738419814,-0.3473172315628358,-0.4546068763712174,-0.46680539805970817,-1.01428990281995,-0.3993830689246308,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.55161066887873,-0.9054136791614302,-0.3644212165376892,1
0.11779243900988978,0.5179801782465591,0.154433098065863,-0.3569565052298367,1.0197259767314444,-0.46680539805970817,0.43918586728026665,-0.6787161910923751,0.5506766642205982,-0.6752944623225238,-0.4760829306490749,-0.27000169826187737,-0.7405156542617819,-0.11512193646546179,1
-0.45034894474649123,0.5179801782465591,2.849231936663337,3.5003374171795443,0.3065995089483031,-0.46680539805970817,1.2697416704304612,2.6732946829640527,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,1.9828700666729433,2.4749958312813614,1.5961891638089283,2
0.12443390259523768,0.5179801782465591,-0.26542857348334514,-0.3569565052298367,0.027740410412789757,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.6031006335120749,-0.364168948009241,1
-0.2641026411700651,0.5179801782465591,-0.06637946939768638,0.041561190894190664,-0.23344810205484548,-0.46680539805970817,-0.39137242753982887,-0.3993830689246308,-0.2880465056514219,-0.6752944623225238,-0.4760829306490749,-0.39069125709767133,0.6886005615351706,-0.36098640373051116,1
-0.6785700354313217,-1.4016737361429108,0.1302452316708223,0.41514931549693684,-0.4546068763712174,-0.46680539805970817,-0.8066490832799754,-0.12004659474601245,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.47115096298820064,1.7879207275328264,-0.19639539424082864,1
-0.1304476895874374,0.5179801782465591,-0.03893878428272443,-0.3569565052298367,0.5628561807486833,-0.46680539805970817,1.2697416704304612,-0.6787161910923751,1.5990825136896427,-0.6752944623225238,-0.4760829306490749,-0.1090822864808187,-0.9054136791614302,-0.22453681198973496,1
-0.44865113411842683,-0.24988138750922906,0.22880329872708519,0.5420142060467528,-0.4546068763712174,-0.46680539805970817,-0.5990107554099021,0.1592865274217318,-0.9170895120984436,-0.6752944623225238,-0.4760829306490749,-0.3504614041524067,-0.685549645961899,-0.35499675925031254,1
-0.022925636794849987,0.5179801782465591,1.0365366908173543,1.14931856979802,0.33908773289537814,-0.46680539805970817,1.2697416704304612,0.1592865274217318,1.3894023502646444,-0.6752944623225238,-0.4760829306490749,0.4541356547528865,-0.4107196044624851,-0.3886253338135124,2
